"Year","Quarter","Group","Unit","Population","Deflator","Total Wealth (nominal $)","Wealth Per Unit (nominal $)","Wealth Share"
"2018","1","Top 0.1%","Households","182501.907159602","0.90196228","16815980605531.9","92141396.58730222","0.1937983855"
"2018","2","Top 0.1%","Households","182879.3821878254","0.90999448","17052657060127.25","93245377.66982064","0.1937001378"
"2018","3","Top 0.1%","Households","183073.7359666712","0.91299111","17464272409327.91","95394745.27633666","0.1939436492"
"2018","4","Top 0.1%","Households","183157.7232166866","0.91776264","16253216868295.36","88738910.82969418","0.189437121"
"2019","1","Top 0.1%","Households","183206.7535352812","0.92056108","17627205141770.84","96214821.7880858","0.1924207949"
"2019","2","Top 0.1%","Households","183385.0198206787","0.9258278","17937981817155.79","97815960.29324682","0.1916126282"
"2019","3","Top 0.1%","Households","183641.4282430471","0.92884094","17802329308989.83","96940703.84504238","0.1888555306"
"2019","4","Top 0.1%","Households","183896.7342820053","0.93264657","18580901190313.71","101039864.915817","0.189543718"
"2020","1","Top 0.1%","Households","184088.3523540039","0.93568444","16847500888697.95","91518559.82881536","0.1856611101"
"2020","2","Top 0.1%","Households","184293.9319629211","0.93166423","18821949097632.75","102130053.31841105","0.1901105709"
"2020","3","Top 0.1%","Households","184556.4898970693","0.94015872","19848829580841","107548803.03537996","0.1923811751"
"2020","4","Top 0.1%","Households","184806.5700427805","0.94470727","21872097539779.34","118351298.52102235","0.1964615452"
"2021","1","Top 0.1%","Households","184916.0635301386","0.95472074","23202403815652.06","125475328.496112","0.1999441369"
"2021","2","Top 0.1%","Households","185026.6772773946","0.96925795","24513480475162.52","132486195.15774779","0.2015964457"
"2021","3","Top 0.1%","Households","185192.9643662771","0.9833082","25627283373259.35","138381517.14323968","0.2021371883"
"2021","4","Top 0.1%","Households","185358.6972840398","1","26403113765431.94","142443349.8524882","0.2032148305"
"1976","1","Top 0.01%","Households","9542.170808298","0.25500882","109689901042.4212","11495277.463177752","0.025205463"
"1976","2","Top 0.01%","Households","9612.3520852258","0.25757614","110963295729.967","11543823.483174045","0.02464806"
"1976","3","Top 0.01%","Households","9684.6327190479","0.26090294","110800587574.0506","11440866.245358631","0.0241699563"
"1976","4","Top 0.01%","Households","9757.6191818856","0.26558363","111797249854.8224","11457431.138772706","0.0237088375"
"1977","1","Top 0.01%","Households","9831.0315951303","0.26985976","110648028816.8937","11254976.422993278","0.0231421517"
"1977","2","Top 0.01%","Households","9901.9691068878","0.27366537","114264845042.9923","11539608.315229885","0.0231931252"
"1977","3","Top 0.01%","Households","9965.0571067887","0.2769922","115442233558.2258","11584703.66211752","0.0229430706"
"1977","4","Top 0.01%","Households","10024.582265162","0.28297713","116825408937.5974","11653892.985007059","0.0226809237"
"1978","1","Top 0.01%","Households","10085.0344170286","0.28709644","118000801570.1467","11700584.915298058","0.0223505515"
"1978","2","Top 0.01%","Households","10146.6497548399","0.29258609","123533549342.571","12174811.620322904","0.0225210189"
"1978","3","Top 0.01%","Households","10206.0342164288","0.2975474","129151374259.9561","12654413.21488609","0.0226716385"
"1978","4","Top 0.01%","Households","10265.771142848","0.30363971","130763447690.7823","12737810.523068521","0.0224497519"
"1979","1","Top 0.01%","Households","10330.0993148508","0.30917063","144844509369.3723","14021598.917363822","0.0238184078"
"1979","2","Top 0.01%","Households","10398.8555373254","0.3167488","157986123269.3706","15192645.258153545","0.0250778175"
"1979","3","Top 0.01%","Households","10460.3324223127","0.32366663","173435931468.051","16580346.06033165","0.0265257439"
"1979","4","Top 0.01%","Households","10540.0964974609","0.32967636","188262746184.5645","17861577.09560978","0.0279054993"
"1980","1","Top 0.01%","Households","10602.6255833376","0.33660239","186988369792.3063","17636043.857491713","0.0271780507"
"1980","2","Top 0.01%","Households","10667.8625700477","0.34460983","196964351736.4808","18463337.94076997","0.0274386657"
"1980","3","Top 0.01%","Households","10735.9199440027","0.35231188","207767284686.1189","19352536.69641811","0.0276006074"
"1980","4","Top 0.01%","Households","10787.0214263849","0.36149156","218271209120.0081","20234613.475979477","0.0280298373"
"1981","1","Top 0.01%","Households","10835.7967293926","0.37100971","229204121769.6286","21152493.673852578","0.0289340097"
"1981","2","Top 0.01%","Households","10889.5141258528","0.37836501","239045577673.6467","21951904.82430507","0.0293480062"
"1981","3","Top 0.01%","Households","10938.690422071","0.38548091","240092634426.0211","21948937.684678074","0.0292594618"
"1981","4","Top 0.01%","Households","10988.122257998","0.3921428","255640810664.0851","23265195.331987604","0.0301619347"
"1982","1","Top 0.01%","Households","11041.8560138953","0.39754167","264244223397.7393","23931141.92624941","0.0307761869"
"1982","2","Top 0.01%","Households","11100.1949249018","0.40270939","277338217643.9119","24984986.256569356","0.0319304767"
"1982","3","Top 0.01%","Households","11156.7857712494","0.40842187","296549285276.1609","26580172.045640428","0.0332657573"
"1982","4","Top 0.01%","Households","11211.2441951161","0.4126485","330635297558.5424","29491400.936800245","0.035948148"
"1983","1","Top 0.01%","Households","11264.6442283623","0.4157607","351588922560.5601","31211720.08924371","0.0369658969"
"1983","2","Top 0.01%","Households","11313.59945447","0.41885632","374638271297.6925","33113976.92709311","0.0382502551"
"1983","3","Top 0.01%","Households","11356.720300567","0.42330587","381033461408.4159","33551364.418950595","0.0384583019"
"1983","4","Top 0.01%","Households","11399.3116920025","0.42651707","383871678275.2241","33674987.45950952","0.0385575904"
"1984","1","Top 0.01%","Households","11446.3029791435","0.4308345","381464480377.4299","33326435.71225585","0.037747474"
"1984","2","Top 0.01%","Households","11499.9370234039","0.43451631","380465811319.1846","33084164.769327465","0.0371240005"
"1984","3","Top 0.01%","Households","11554.1356297469","0.43837973","392767427177.479","33993665.97067407","0.0371444134"
"1984","4","Top 0.01%","Households","11611.1030870666","0.44165701","400409681319.0065","34485068.1555844","0.0369944572"
"1985","1","Top 0.01%","Households","11674.11868788","0.44602394","420382843180.8492","36009814.052797705","0.0375956109"
"1985","2","Top 0.01%","Households","11739.5690583667","0.44889671","439582953678.12396","37444556.22626422","0.038296772"
"1985","3","Top 0.01%","Households","11801.7116386768","0.45160443","440687634059.5701","37340993.200964235","0.0379556719"
"1985","4","Top 0.01%","Households","11863.2757177504","0.4541305","474540759917.5624","40000820.27997797","0.038825022"
"1986","1","Top 0.01%","Households","11928.2325610234","0.45639235","502846562924.1746","42155999.252334505","0.0396068579"
"1986","2","Top 0.01%","Households","11994.0588508228","0.45811769","516188389167.2863","43037006.536938526","0.0396894602"
"1986","3","Top 0.01%","Households","12054.0456167162","0.45999983","504339340965.8287","41839840.08376627","0.0385666637"
"1986","4","Top 0.01%","Households","12109.7418234486","0.46250117","533137751080.7678","44025525.80009844","0.0392892992"
"1987","1","Top 0.01%","Households","12161.78643134","0.46543998","606551942100.29","49873589.33859028","0.042614671"
"1987","2","Top 0.01%","Households","12207.7748816399","0.46866772","642738425874.5446","52649924.50353951","0.0443771237"
"1987","3","Top 0.01%","Households","12246.284059145","0.47220919","691522556409.0925","56467950.03850098","0.0465705677"
"1987","4","Top 0.01%","Households","12281.9155224433","0.47597352","677502851071.6257","55162637.2802836","0.0466893744"
"1988","1","Top 0.01%","Households","12320.6900318846","0.47970483","726623974675.1473","58975915.53676976","0.0486182845"
"1988","2","Top 0.01%","Households","12363.6021237978","0.48437718","767809391897.5226","62102402.213317916","0.0501205881"
"1988","3","Top 0.01%","Households","12406.5276163549","0.49016401","797051555012.297","64244531.56107775","0.0512853753"
"1988","4","Top 0.01%","Households","12451.2800599494","0.49439895","849169831377.9539","68199400.16523924","0.0531814796"
"1989","1","Top 0.01%","Households","12499.9372614508","0.49955836","863601757163.8737","69088487.33402687","0.0529293095"
"1989","2","Top 0.01%","Households","12550.1399894172","0.50487465","881944029738.7897","70273640.81057912","0.0528494747"
"1989","3","Top 0.01%","Households","12597.1917861819","0.50856471","909966558013.1927","72235667.55658638","0.0529441571"
"1989","4","Top 0.01%","Households","12646.9132842369","0.51218873","925041034639.2738","73143621.20219849","0.0528652409"
"1990","1","Top 0.01%","Households","12701.0941057996","0.51771134","901714719416.7628","70995042.78178848","0.0519216797"
"1990","2","Top 0.01%","Households","12756.8743286024","0.52350646","922952667900.8796","72349436.40006806","0.0523485075"
"1990","3","Top 0.01%","Households","12811.3484507129","0.52799726","861101813708.1759","67213987.42848617","0.0497817684"
"1990","4","Top 0.01%","Households","12866.7213867113","0.53192663","914067371138.16","71041203.4010624","0.051493565"
"1991","1","Top 0.01%","Households","12927.335491486","0.53713566","963101210011.452","74501138.35490339","0.0525680194"
"1991","2","Top 0.01%","Households","12991.6783368973","0.54108161","939658359074.3982","72327711.22463056","0.0513519522"
"1991","3","Top 0.01%","Households","13052.3644502675","0.54530823","949450328658.982","72741634.84145752","0.0510499865"
"1991","4","Top 0.01%","Households","13111.9748025522","0.54854423","1000628651943.0641","76314107.29589681","0.0521482531"
"1992","1","Top 0.01%","Households","13169.461345445","0.55058324","996039592879.1576","75632523.36236712","0.0521732091"
"1992","2","Top 0.01%","Households","13220.0720314672","0.55389357","999750509197.7682","75623680.93139766","0.0522864765"
"1992","3","Top 0.01%","Households","13262.9849496886","0.55660123","1030136581219.283","77670040.72815953","0.0530948863"
"1992","4","Top 0.01%","Households","13303.3397324128","0.5604316","1106882440755.968","83203350.66382751","0.0553991956"
"1993","1","Top 0.01%","Households","13346.9300308551","0.56357676","1124529630394.186","84253804.26768783","0.0553970773"
"1993","2","Top 0.01%","Households","13394.0369642608","0.56692845","1131300280066.392","84462980.28630413","0.0552205336"
"1993","3","Top 0.01%","Households","13439.9538937524","0.57029653","1160481066027.897","86345613.62352243","0.0556565792"
"1993","4","Top 0.01%","Households","13485.6164888807","0.57340866","1195356105430.1929","88639337.06077167","0.0562775191"
"1994","1","Top 0.01%","Households","13530.748701486","0.57614928","1173887881962.931","86757052.98066851","0.0552756729"
"1994","2","Top 0.01%","Households","13572.4662200474","0.57893133","1161286221966.803","85561916.54037838","0.0544312833"
"1994","3","Top 0.01%","Households","13611.2879208144","0.58224988","1174917904213.059","86319377.78763542","0.0541846783"
"1994","4","Top 0.01%","Households","13652.9609028232","0.58541155","1177345720396.418","86233728.25692034","0.0538755924"
"1995","1","Top 0.01%","Households","13703.7083790513","0.58858985","1223289285634.751","89267025.52316283","0.0546466284"
"1995","2","Top 0.01%","Households","13764.7789095325","0.59141302","1272832483330.925","92470245.37745742","0.0554804798"
"1995","3","Top 0.01%","Households","13826.0702109381","0.59432715","1334402850077.873","96513530.57806697","0.0566583638"
"1995","4","Top 0.01%","Households","13888.7100518795","0.59719163","1404166643789.1492","101101300.15991852","0.0580114182"
"1996","1","Top 0.01%","Households","13950.0829909665","0.6000644","1467524297481.4668","105198248.52882761","0.0593269835"
"1996","2","Top 0.01%","Households","14004.2294447332","0.60254914","1522568254731.974","108722030.06532374","0.0605836284"
"1996","3","Top 0.01%","Households","14048.8519871794","0.60452223","1549120944769.5632","110266728.28379492","0.0610312676"
"1996","4","Top 0.01%","Households","14090.858849278","0.60774994","1625638186126.8232","115368282.6231788","0.0623190239"
"1997","1","Top 0.01%","Households","14136.6293588133","0.6113739","1723867059701.0168","121943287.60740253","0.0657031728"
"1997","2","Top 0.01%","Households","14187.5882507698","0.61261219","1921026965635.995","135401939.47563696","0.0693121475"
"1997","3","Top 0.01%","Households","14239.0784914492","0.61527038","2052382378465.4668","144137303.52690712","0.0713477019"
"1997","4","Top 0.01%","Households","14292.9904860772","0.61729282","2121545103860.146","148432555.5192065","0.0725681982"
"1998","1","Top 0.01%","Households","14352.5092469922","0.61820096","2340853686261.515","163097173.1825971","0.0753915159"
"1998","2","Top 0.01%","Households","14414.4072737689","0.61965382","2381612359339.2393","165224439.2784198","0.0755106646"
"1998","3","Top 0.01%","Households","14473.7201313769","0.62232023","2195640707687.1782","151698436.04529464","0.071914757"
"1998","4","Top 0.01%","Households","14531.8672600257","0.62402904","2483732018783.565","170916233.56730047","0.0755696629"
"1999","1","Top 0.01%","Households","14593.5587845538","0.62602675","2482064390358.539","170079445.8021866","0.0749463973"
"1999","2","Top 0.01%","Households","14653.9333554033","0.62839597","2625441607661.714","179162928.06761342","0.0768248318"
"1999","3","Top 0.01%","Households","14707.1383531472","0.63063312","2540327647336.4917","172727527.703775","0.0752326794"
"1999","4","Top 0.01%","Households","14753.2061537455","0.63411677","2938626719682.5864","199185633.89263922","0.0802899218"
"2000","1","Top 0.01%","Households","14792.8053119455","0.63832688","3167349221008.206","214114169.3016466","0.0836829999"
"2000","2","Top 0.01%","Households","14824.6807885564","0.64230585","3120932576516.601","210522750.60962814","0.0834683001"
"2000","3","Top 0.01%","Households","14851.3572910048","0.64607018","3234332049122.965","217780232.86005884","0.0851460937"
"2000","4","Top 0.01%","Households","14879.3231961506","0.64957863","3051542599510.9688","205086115.76502544","0.0822797176"
"2001","1","Top 0.01%","Households","14915.6226797055","0.65383822","2833027409166.013","189936918.49155566","0.0775389421"
"2001","2","Top 0.01%","Households","14963.3689899908","0.65779245","3023775771754.4736","202078540.8538089","0.0800161693"
"2001","3","Top 0.01%","Households","15016.2680375621","0.66037631","2714890021021.504","180796587.68945873","0.0748897463"
"2001","4","Top 0.01%","Households","15070.5810814383","0.66243184","2974625350101.995","197379605.60563254","0.0783793704"
"2002","1","Top 0.01%","Households","15125.1622172147","0.66456991","3022935902755.183","199861387.22628897","0.0785099453"
"2002","2","Top 0.01%","Households","15174.4581262547","0.66687304","2851941417422.852","187943542.60917297","0.0759995922"
"2002","3","Top 0.01%","Households","15216.3091074834","0.67008436","2551700975303.69","167695132.72103253","0.0707342691"
"2002","4","Top 0.01%","Households","15255.1896117452","0.67393118","2679532330335.175","175647264.86730528","0.0725170281"
"2003","1","Top 0.01%","Households","15294.9863942377","0.67729104","2597396721019.768","169820139.36268154","0.0701327977"
"2003","2","Top 0.01%","Households","15336.6414864178","0.67962724","2890884383647.687","188495270.3763643","0.0741506825"
"2003","3","Top 0.01%","Households","15378.4828266862","0.68349057","2997072360089.398","194887388.68886286","0.0752909677"
"2003","4","Top 0.01%","Households","15424.8992502137","0.68770075","3276679842096.698","212427957.48252997","0.0782805641"
"2004","1","Top 0.01%","Households","15479.5270174595","0.69256294","3492684234794.364","225632490.6345608","0.0792114797"
"2004","2","Top 0.01%","Households","15541.9200820143","0.69812691","3461798254165.5083","222739419.31870005","0.0775615195"
"2004","3","Top 0.01%","Households","15605.0065001745","0.70260942","3484370866936.2886","223285447.96808174","0.0765552307"
"2004","4","Top 0.01%","Households","15665.5304725789","0.70804125","3716790678366.005","237259164.9463714","0.077481942"
"2005","1","Top 0.01%","Households","15724.9033432698","0.71367961","3755817133825.825","238845165.01230595","0.0773504495"
"2005","2","Top 0.01%","Households","15778.373817502","0.71887201","3906671690820.8765","247596598.73740935","0.0783282156"
"2005","3","Top 0.01%","Households","15824.1420960934","0.72541016","4071602814138.3535","257303226.26106486","0.0792879656"
"2005","4","Top 0.01%","Households","15867.3826301993","0.73127949","4199843124931.388","264684051.73126143","0.0795221605"
"2006","1","Top 0.01%","Households","15913.8258124785","0.73643064","4499172268581.287","282720969.90362656","0.0825291825"
"2006","2","Top 0.01%","Households","15965.3702013188","0.74296045","4396986174953.638","275407718.04905736","0.081005833"
"2006","3","Top 0.01%","Households","16018.5938608062","0.74814469","4489924294746.979","280294533.5753089","0.0811860142"
"2006","4","Top 0.01%","Households","16074.5153890372","0.75094324","4682344000383.102","291289901.2542837","0.0825615976"
"2007","1","Top 0.01%","Households","16136.3686437933","0.75814158","4864885692737.855","301485780.35920715","0.0845891158"
"2007","2","Top 0.01%","Households","16201.8950608209","0.76321024","4918377226375.869","303568021.3896334","0.0846342829"
"2007","3","Top 0.01%","Households","16263.4241631768","0.76717275","5036290269620.443","309669736.15700644","0.0856683955"
"2007","4","Top 0.01%","Households","16319.126172818","0.77042526","4968978599913.559","304488031.2396959","0.0856367038"
"2008","1","Top 0.01%","Households","16368.3082878234","0.77313292","4942734316923.448","301969771.7081983","0.0885336637"
"2008","2","Top 0.01%","Households","16408.1912040797","0.77705407","4889911750365.938","298016502.2181182","0.0898327064"
"2008","3","Top 0.01%","Households","16441.930400594","0.78291523","4736116072632.972","288051096.0234858","0.0915216779"
"2008","4","Top 0.01%","Households","16478.3257579713","0.78477269","4332172865041.175","262901275.81350353","0.0901081671"
"2009","1","Top 0.01%","Households","16526.3456608095","0.78438467","4050182002706.252","245074264.19809443","0.0879116479"
"2009","2","Top 0.01%","Households","16590.7414605051","0.78301424","4190706142868.8765","252593059.3786301","0.0893514687"
"2009","3","Top 0.01%","Households","16660.8819514584","0.78385633","4419908327805.731","265286576.10582528","0.0906207106"
"2009","4","Top 0.01%","Households","16729.1087775359","0.78644013","4386651304968.435","262216676.5308434","0.0893840363"
"2010","1","Top 0.01%","Households","16789.6325031342","0.78857827","4556232982542.894","271371811.2467536","0.090998307"
"2010","2","Top 0.01%","Households","16839.5761707702","0.79242516","4432917094102.847","263243982.45826477","0.0904801138"
"2010","3","Top 0.01%","Households","16881.0728637829","0.79481912","4735623320208.468","280528575.31160796","0.0928244592"
"2010","4","Top 0.01%","Households","16923.9701419171","0.79947507","5015160960340.828","296334779.5042103","0.0952705437"
"2011","1","Top 0.01%","Households","16980.264516593","0.80360258","5241988732311.176","308710663.91155106","0.0976009322"
"2011","2","Top 0.01%","Households","17054.16975744","0.80891061","5277965738587.519","309482420.6429034","0.0979446847"
"2011","3","Top 0.01%","Households","17131.8380103473","0.81391323","4909189247391.392","286553564.4468696","0.0950542881"
"2011","4","Top 0.01%","Households","17204.0403026076","0.81489551","5106630986856.512","296827425.2462955","0.0963403964"
"2012","1","Top 0.01%","Households","17263.2666078045","0.81984043","5557999877055.267","321955282.46911085","0.1007450436"
"2012","2","Top 0.01%","Households","17301.1515049881","0.82314241","5586591635510.158","322902879.26208127","0.1016910589"
"2012","3","Top 0.01%","Households","17324.2961770777","0.82741034","5931366495255.168","342372725.254093","0.1044088095"
"2012","4","Top 0.01%","Households","17348.0024257154","0.83160394","6113648533377.5","352412248.01277834","0.1059527143"
"2013","1","Top 0.01%","Households","17388.4439496892","0.83493078","6508757505424.057","374315121.25272125","0.1079912487"
"2013","2","Top 0.01%","Households","17455.0653191921","0.83730006","6553871698693.87","375471049.7409488","0.1076820278"
"2013","3","Top 0.01%","Households","17533.2604796018","0.84124589","6783349734669.393","386884672.2810719","0.1077239164"
"2013","4","Top 0.01%","Households","17610.8055487791","0.84627324","6989833866772.586","396905970.45160055","0.1075475636"
"2014","1","Top 0.01%","Households","17678.9020639421","0.8497982","7237934849251.426","409410879.8766363","0.1087380097"
"2014","2","Top 0.01%","Households","17727.1748260053","0.85461098","7480447395015.586","421976286.037522","0.1093336672"
